geocode,legal_description,total_market_land,last_modified,property_address,sub_category,subdivision,owners__0,land_value,building_value,yoY_difference,market_land_details__0,market_land_details__1,market_land_details__2,market_land_details__4,other_building_details__0,other_building_details__1,other_building_details__2,other_building_details__4,other_building_details__5,other_building_details__8,other_building_details__9,other_building_details__10,other_building_details__12,other_building_details__13,other_building_details__16,other_building_details__17,other_building_details__18,other_building_details__20,other_building_details__21,other_building_details__24,other_building_details__25,other_building_details__26,other_building_details__28,other_building_details__29,other_building_details__32,other_building_details__33,other_building_details__34,other_building_details__36,other_building_details__37,other_building_details__40,other_building_details__41,other_building_details__42,other_building_details__44,other_building_details__45,other_building_details__48,other_building_details__49,other_building_details__50,other_building_details__52,other_building_details__53,building_details__3,building_details__4,building_details__5,building_details__6,building_details__8,building_details__10,building_details__11,building_details__12,building_details__14,building_details__15,building_details__16,building_details__17,building_details__18,other_building_details__56,other_building_details__57,other_building_details__58,other_building_details__60,other_building_details__61,building_details__7,building_details__9,building_details__13,building_details__19,other_building_details__64,other_building_details__65,other_building_details__66,other_building_details__68,other_building_details__69,other_building_details__72,other_building_details__73,other_building_details__74,other_building_details__76,other_building_details__77,other_building_details__80,other_building_details__81,other_building_details__82,other_building_details__84,other_building_details__85,market_land_details__6,market_land_details__7,market_land_details__8,market_land_details__10,building_details__20
03-0927-20-4-02-01-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 1, & W2 LT 2  81 SEQU TTL: K337873 TAXED W/ RE CARD 02",1.418,10/6/2023 1:55:41 AM,,Mixed Use - Res & Comm,BOLLINGER SUBD,12/15/2021 1:56:52 PM,55597,26260,11851,Primary Site,   ,1.418,55597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332 - Auto Equipment Service Garage,1,0,0,047 - Auto Parts/Service,8,1,8,2-Fair,35,0-None,0-None,2-Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-03-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 2, E2",0.678,10/6/2023 1:55:41 AM,,Commercial Property,BOLLINGER SUBD,12/15/2021 1:56:52 PM,42943,0,6283,Primary Site,   ,0.678,42943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-04-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 3",1.295,10/6/2023 1:55:41 AM,,Commercial Property,BOLLINGER SUBD,12/15/2021 1:56:52 PM,53859,35150,14602,Primary Site,   ,1.295,53859,"CSH2 - Shed, aluminum",A,3307,500,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-09-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 8",0.713,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,8/5/2016 4:09:49 PM,43707,181693,50400,Primary Site,   ,0.713,43707,AAG3 - Steel hopper bins,A,3301,  ,28,"AASM - Shed, agricultural, metal",L,3301,72,  ,"AAI1 - Implement Shed, frame",A,3301,768,  ,RPA2 - Concrete,A,3301,  ,  ,"AASF - Shed, agricultural, frame",A,3301,160,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-10-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 9",0.973,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,8/5/2016 4:09:49 PM,48731,6750,9237,Primary Site,   ,0.973,48731,"RRG3 - Garage, frame, detached, unfinished",3,3301,400,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-08-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 7, LESS HWY",0.383,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,8/5/2016 4:09:49 PM,35163,400,3401,Primary Site,   ,0.383,35163,"AAP1 - Pole Frame Bldg, 4 sides closed, metal",L,3301,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-07-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 6, LESS 702' FOR HWY",0.473,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,8/5/2016 4:09:49 PM,37859,9190,5485,Primary Site,   ,0.473,37859,"RRG3 - Garage, frame, detached, unfinished",4,3301,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-06-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 5, (12)",0.783,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,8/5/2016 4:09:49 PM,45163,0,7160,Primary Site,   ,0.783,45163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-11-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 10",3.000,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,11/6/2007 9:25:03 PM,72270,240830,79100,Primary Site,   ,3,72270,"RRS2 - Shed, residential, metal",C,3301,90,  ,"RRS2 - Shed, residential, metal",L,3301,132,  ,"RRS2 - Shed, residential, metal",C,3301,120,  ,RPA2 - Concrete,A,3301,264,  ,RPA2 - Concrete,A,3301,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-20-4-02-05-0000,"BOLLINGER SUBD, S20, T01 S, R26 E, Lot 4, (12)",0.899,10/6/2023 1:55:41 AM,,Residential Property,BOLLINGER SUBD,7/21/2017 7:42:53 AM,47400,4300,8351,Primary Site,   ,0.899,47400,"RRS2 - Shed, residential, metal",A,3301,  ,  ,"RRS1 - Shed, Frame",A,3301,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-01-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 7, LTS 8-9 & W2 LT 7",0.448,10/6/2023 1:55:41 AM,,Commercial Property,BROADACRE SUBD,6/5/2018 4:31:47 PM,138354,190320,73294,Primary Site,   ,   ,138354,"CPA1 - Paving, asphalt",A,3507,9973,  ,"CPA2 - Paving, concrete, 4""",A,3507,765,  ,"CRF6 - Fence, brick/masonry (commercial)",A,3507,  ,  ,"CAFU - Garage, attached, frame, unfinished",L,3507,  ,  ,,,,,,,,,,,,,,,,"373 - Multi-purpose, Retail, single occupancy",1,1960,0,034 - Retail,10,1,10,3-Normal,40,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-04-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 6",0.193,10/6/2023 1:55:41 AM,,Commercial Property,BROADACRE SUBD,12/2/2020 1:53:33 PM,49180,167020,42600,Primary Site,   ,   ,49180,"CGFU - Garage, detached, frame, unfinished",A,3527,576,  ,"CPA2 - Paving, concrete, 4""",A,3527,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-09-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 1, & VAC ST (17)",0.340,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,1/27/2017 12:04:01 PM,51212,0,980,Primary Site,   ,   ,51212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-06-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 16 - 17, (16)",0.410,10/6/2023 1:55:41 AM,,Commercial Property,BROADACRE SUBD,1/27/2017 12:04:01 PM,87968,957932,140900,Primary Site,   ,   ,87968,"CPA2 - Paving, concrete, 4""",A,3527,1513,  ,"CPA2 - Paving, concrete, 4""",A,3527,  ,  ,"CPA2 - Paving, concrete, 4""",A,3527,  ,  ,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,,,8,1,,3-Normal,50,1-Hot Air,2-Normal,,,,,,0,011 - Apartment,8,3-Normal,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-05-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 18",0.231,10/6/2023 1:55:41 AM,,Commercial Property,BROADACRE SUBD,1/27/2017 12:04:01 PM,56571,651829,143300,Primary Site,   ,   ,56571,"CPA2 - Paving, concrete, 4""",A,3527,  ,  ,"CPA2 - Paving, concrete, 4""",A,3527,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-03-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 5, W20 FT LT 5 & E30 FT LT 6",0.149,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,4/23/2020 6:52:35 PM,36670,218330,61800,Primary Site,   ,   ,36670,RPA2 - Concrete,A,3501,1800,  ,"RRS1 - Shed, Frame",A,3501,140,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-02-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 6, W30' L:6 E30' L:7",0.179,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,9/4/2014 8:58:50 AM,38240,190860,55400,Primary Site,   ,   ,38240,RPA2 - Concrete,A,3501,1580,  ,"RRS1 - Shed, Frame",A,3501,192,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-07-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 3",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,11/6/2007 9:25:03 PM,45463,227737,49000,Primary Site,   ,   ,45463,RPA2 - Concrete,A,3501,990,  ,RPA2 - Concrete,A,3501,220,  ,RPA2 - Concrete,A,3501,408,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,360,  ,RRC2 - Canopy,5,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-05-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 5",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,6/11/2013 9:45:55 AM,45463,299237,95800,Primary Site,   ,   ,45463,RPA2 - Concrete,A,3501,1200,  ,RPA2 - Concrete,A,3501,161,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,528,  ,RRC1 - Carport,4,3501,288,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-10-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 12, E30 FT LT 12 W55 FT LT 13",0.254,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,12/5/2012 3:37:14 PM,48158,256042,55800,Primary Site,   ,   ,48158,RPA2 - Concrete,A,3501,312,  ,RPA2 - Concrete,A,3501,100,  ,RPA2 - Concrete,A,3501,347,  ,"RRS1 - Shed, Frame",A,3501,64,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,308,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-08-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 15",0.179,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,11/6/2007 9:25:03 PM,44761,253139,83200,Primary Site,   ,   ,44761,RPA1 - Asphalt,A,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-02-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 8",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,1/19/2022 11:13:59 AM,45463,315637,101500,Primary Site,   ,   ,45463,RPA2 - Concrete,A,3501,560,  ,RPA2 - Concrete,A,3501,266,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-01-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 9",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,12/16/2022 1:47:38 PM,45463,183137,42900,Primary Site,   ,   ,45463,RPA2 - Concrete,A,3501,320,  ,RPA2 - Concrete,A,3501,240,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,264,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,960,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-03-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 7",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,11/6/2007 9:25:03 PM,45463,227537,72800,Primary Site,   ,   ,45463,RPA2 - Concrete,A,3501,800,  ,RPA2 - Concrete,A,3501,528,  ,"RRS2 - Shed, residential, metal",L,3501,30,  ,"RRS2 - Shed, residential, metal",L,3501,24,  ,"RRS2 - Shed, residential, metal",L,3501,77,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-06-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 4",0.193,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,1/27/2023 12:15:24 PM,45463,237237,78400,Primary Site,   ,   ,45463,"RRG3 - Garage, frame, detached, unfinished",4,3501,260,  ,RPA2 - Concrete,A,3501,300,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-01-08-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 1, Lot 2",0.249,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,7/12/2023 8:14:59 AM,47974,0,1645,Primary Site,   ,   ,47974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-04-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 1 - 4, & E 40' LT 5",0.940,10/6/2023 1:55:41 AM,,Commercial Property,BROADACRE SUBD,7/5/2017 8:35:48 AM,212755,1072130,230086,Primary Site,   ,   ,212755,"CPA2 - Paving, concrete, 4""",A,3507,12501,  ,"CRF1 - Fence, chain link (commercial)",A,3507,  ,  ,"CPA2 - Paving, concrete, 4""",A,3507,16308,  ,"CLT4 - Light, incandescent, pole & bracket",A,3507,  ,  ,,,,,,,,,,,,,,,,"353 - Office Building, Low Rise (1 to 4 stories)",1,2014,0,053 - Office,10,1,10,3-Normal,45,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-05-1-02-09-0000,"BROADACRE SUBD, S05, T01 S, R26 E, BLOCK 2, Lot 13, LT 14 E5 FT LT 13",0.194,10/6/2023 1:55:41 AM,,Residential Property,BROADACRE SUBD,6/13/2011 3:40:36 PM,45520,243680,59400,Primary Site,   ,   ,45520,RPA2 - Concrete,A,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-11-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 1",0.230,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/15/2021 12:47:09 PM,9523,0,2372,Primary Site,   ,   ,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-10-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 2",0.230,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/15/2021 12:47:09 PM,9523,0,2372,Primary Site,   ,   ,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-38-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 6",0.274,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,11/6/2007 9:25:03 PM,43989,220011,36800,Primary Site,   ,   ,43989,RPA2 - Concrete,A,3501,360,  ,RPA2 - Concrete,A,3501,1091,  ,"RRS1 - Shed, Frame",A,3501,96,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,784,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-05-17-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 5, Lot 1A",0.220,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,3/7/2022 8:17:55 AM,40829,234171,26100,Primary Site,   ,   ,40829,RPA2 - Concrete,A,3501,500,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-43-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 001, Lot 001, LT 1 BLK 1 CASA LINDA SUBD",0.233,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,1/30/2017 4:45:25 PM,41584,205416,47700,Primary Site,   ,   ,41584,RPA2 - Concrete,A,3501,754,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-40-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 4",0.268,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,1/23/2020 11:34:57 AM,43637,201063,39400,Primary Site,   ,   ,43637,RPA2 - Concrete,A,3501,600,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,576,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-35-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 9",0.283,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,8/31/2016 4:12:24 PM,44428,250672,30200,Primary Site,   ,   ,44428,RPA2 - Concrete,A,3501,800,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-37-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 7",0.251,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,8/1/2016 12:43:22 PM,42691,211209,46000,Primary Site,   ,   ,42691,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-39-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 5",0.262,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,12/21/2015 4:15:41 PM,43316,219384,41500,Primary Site,   ,   ,43316,RPA2 - Concrete,A,3501,990,  ,"RRS1 - Shed, Frame",A,3501,96,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-36-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 8",0.239,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,11/6/2007 9:25:03 PM,41956,191344,36000,Primary Site,   ,   ,41956,"RRS1 - Shed, Frame",L,3501,96,  ,RPA2 - Concrete,A,3501,660,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-05-18-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 5, Lot 1B",0.302,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,5/8/2014 3:06:24 PM,45446,211254,61600,Primary Site,   ,   ,45446,RPA2 - Concrete,A,3501,480,  ,"RRS1 - Shed, Frame",C,3501,120,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-09-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 3",0.230,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9523,0,2372,Primary Site,   ,   ,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-08-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 4",0.230,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9523,0,2372,Primary Site,   ,   ,9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-07-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 5",0.230,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9527,0,2372,Primary Site,   ,   ,9527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-06-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 6",0.240,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9671,0,2389,Primary Site,   ,   ,9671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-05-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 7",0.232,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9559,0,2377,Primary Site,   ,   ,9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-04-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 8",0.233,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9574,0,2378,Primary Site,   ,   ,9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-03-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 9",0.232,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9557,0,2376,Primary Site,   ,   ,9557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-02-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 10",0.232,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9549,0,2375,Primary Site,   ,   ,9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-10-01-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 4, Lot 11",0.231,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/14/2020 1:29:52 PM,9543,0,2374,Primary Site,   ,   ,9543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-41-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 3",0.243,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,8/6/2015 4:15:32 PM,42209,223791,31900,Primary Site,   ,   ,42209,"RRT5 - Deck, brick",A,3501,289,  ,"RRS1 - Shed, Frame",A,3501,80,  ,RPA2 - Concrete,A,3501,812,  ,"RRG1 - Garage, frame, detached, finished",5,3501,528,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0821-08-1-11-42-0000,"CASA LINDA SUBD, S08, T02 S, R24 E, BLOCK 1, Lot 2",0.232,10/6/2023 1:55:41 AM,,Residential Property,CASA LINDA SUBD,4/29/2010 9:18:53 AM,41574,211726,33500,Primary Site,   ,   ,41574,RPA2 - Concrete,A,3501,512,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,1040,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-07-4-01-02-0000,"C.B.H. INDUSTRIAL PARK SUBD, S07, T01 S, R26 E, BLOCK 1, Lot 11A1, SUB AMD   100318 SQ FT  (08)",2.303,10/6/2023 1:55:41 AM,,Commercial Property,C.B.H. INDUSTRIAL PARK SUBD,4/30/2019 12:06:37 PM,1712191,2222209,196247,Category 4,   ,   ,1712191,"CPA1 - Paving, asphalt",A,3507,56675,  ,"CPA2 - Paving, concrete, 4""",A,3507,6180,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"374 - Multi-purpose, Retail, multi-occupancy",1,0,0,034 - Retail,14,1,14,3-Normal,40,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
